sampleName,sampleClass,featureName,featureClass,mzCenter,rtCenter,integratedIntensity,startRT,endRT
MLMET0098,sample,TDP,ref,404.013,822,4675,816.36,829.34
Blank-r002,blank,TDP,ref,404.013,822,1265,816.43,829.41
MLMET0067,filter,TDP,ref,404.013,822,4102,816.61,829.59
MLMET0181,sample,TDP,ref,404.013,822,2700,816.41,829.39
MLMET0092,sample,TDP,ref,404.013,822,3565,816.42,829.4
RCY308_control-r001,control,TDP,ref,404.013,822,3076,816.5,829.48
MLMET0164,sample,TDP,ref,404.013,822,2750,816.66,829.64
MLMET0163,sample,TDP,ref,404.013,822,1523,816.39,829.38
MLMET0137,sample,TDP,ref,404.013,822,1393,816.78,829.76
MLMET0183,sample,TDP,ref,404.013,822,2852,816.54,829.52
MLMET0144,filter,TDP,ref,404.013,822,1432,816.46,829.44
MLMET0068,sample,TDP,ref,404.013,822,4782,816.78,829.76
MLMET0160,sample,TDP,ref,404.013,822,2155,816.67,829.65
MLMET0097,sample,TDP,ref,404.013,822,3278,816.64,829.63
RCY308_control-r002,control,TDP,ref,404.013,822,3236,816.52,829.5
MLMET0140,sample,TDP,ref,404.013,822,1650,816.69,829.67
MLMET0187,sample,TDP,ref,404.013,822,2935,816.56,829.54
MLMET0184,sample,TDP,ref,404.013,822,1998,816.34,829.32
MLMET0096,sample,TDP,ref,404.013,822,6243,816.5,829.48
MLMET0166,sample,TDP,ref,404.013,822,1377,816.33,829.31
MLMET0072,sample,TDP,ref,404.013,822,5343,816.66,829.64
MLMET0116,filter,TDP,ref,404.013,822,2757,816.61,829.59
MLMET0066,filter,TDP,ref,404.013,822,5672,816.37,829.35
MLMET0120,sample,TDP,ref,404.013,822,3111,816.82,829.8
all_ss-r001,stds,TDP,ref,404.013,822,1084,816.5,829.48
MLMET0168,sample,TDP,ref,404.013,822,2422,816.35,829.33
MLMET0121,sample,TDP,ref,404.013,822,3430,816.66,829.64
MLMET0139,sample,TDP,ref,404.013,822,1502,816.44,829.42
MLMET0138,sample,TDP,ref,404.013,822,2361,816.69,829.67
MLMET0073,sample,TDP,ref,404.013,822,7340,816.47,829.45
MLMET0071,sample,TDP,ref,404.013,822,5848,816.34,829.32
MLMET0179,filter,TDP,ref,404.013,822,1354,816.48,829.47
MLMET0141,sample,TDP,ref,404.013,822,2092,816.51,829.49
MLMET0118,sample,TDP,ref,404.013,822,2795,816.33,829.31
MLMET0117,filter,TDP,ref,404.013,822,2189,816.57,829.55
MLMET0074,sample,TDP,ref,404.013,822,6191,816.78,829.76
MLMET0142,sample,TDP,ref,404.013,822,1113,816.8,829.78
MLMET0167,sample,TDP,ref,404.013,822,1715,816.39,829.38
MLMET0075,sample,TDP,ref,404.013,822,3975,816.33,829.31
MLMET0178,filter,TDP,ref,404.013,822,1337,816.49,829.47
Blank-r001,blank,Acetyl_coenzyme_A,met,808.119,878.3,694,873.63,891.6
all_ss-r002,stds,Acetyl_coenzyme_A,met,808.119,878.3,367,874.02,891.99
MLMET0118,sample,Acetyl_coenzyme_A,met,808.119,878.3,2689,876.24,894.21
MLMET0098,sample,Acetyl_coenzyme_A,met,808.119,878.3,3313,876.27,894.24
MLMET0182,sample,Acetyl_coenzyme_A,met,808.119,878.3,872,874.42,892.4
MLMET0092,sample,Acetyl_coenzyme_A,met,808.119,878.3,2382,874.33,892.3
MLMET0122,sample,Acetyl_coenzyme_A,met,808.119,878.3,1780,876.28,894.25
MLMET0181,sample,Acetyl_coenzyme_A,met,808.119,878.3,821,876.32,894.29
MLMET0119,sample,Acetyl_coenzyme_A,met,808.119,878.3,1591,879.11,897.08
MLMET0074,sample,Acetyl_coenzyme_A,met,808.119,878.3,3060,878.68,896.66
MLMET0073,sample,Acetyl_coenzyme_A,met,808.119,878.3,2931,876.88,894.85
MLMET0075,sample,Acetyl_coenzyme_A,met,808.119,878.3,872,876.74,894.71
MLMET0135,filter,Acetyl_coenzyme_A,met,808.119,878.3,877,877.07,895.04
MLMET0138,sample,Acetyl_coenzyme_A,met,808.119,878.3,803,877.1,895.07
MLMET0070,sample,Acetyl_coenzyme_A,met,808.119,878.3,2084,876.86,894.84
MLMET0161,sample,Acetyl_coenzyme_A,met,808.119,878.3,1443,876.8,894.77
MLMET0162,sample,Acetyl_coenzyme_A,met,808.119,878.3,1193,876.12,894.09
MLMET0090,filter,Acetyl_coenzyme_A,met,808.119,878.3,1176,875.63,893.61
MLMET0125,filter,Acetyl_coenzyme_A,met,808.119,878.3,947,875.15,893.12
MLMET0144,filter,Acetyl_coenzyme_A,met,808.119,878.3,582,875.37,893.34
MLMET0117,filter,Acetyl_coenzyme_A,met,808.119,878.3,1725,877.48,895.45
MLMET0178,filter,Acetyl_coenzyme_A,met,808.119,878.3,676,877.4,895.37
MLMET0159,filter,Acetyl_coenzyme_A,met,808.119,878.3,652,876.08,894.05
MLMET0096,sample,Acetyl_coenzyme_A,met,808.119,878.3,11190,875.91,893.88
MLMET0186,sample,Acetyl_coenzyme_A,met,808.119,878.3,927,878.72,896.69
MLMET0067,filter,Acetyl_coenzyme_A,met,808.119,878.3,1477,879.01,896.99
MLMET0094,sample,Acetyl_coenzyme_A,met,808.119,878.3,1359,877.01,894.99
MLMET0066,filter,Acetyl_coenzyme_A,met,808.119,878.3,1799,876.78,894.75
MLMET0091,sample,Acetyl_coenzyme_A,met,808.119,878.3,3433,874.69,892.66
MLMET0093,sample,Acetyl_coenzyme_A,met,808.119,878.3,2727,874.66,892.63
MLMET0124,sample,Acetyl_coenzyme_A,met,808.119,878.3,1624,874.17,892.14
MLMET0141,sample,Acetyl_coenzyme_A,met,808.119,878.3,1234,874.42,892.39
MLMET0160,sample,Acetyl_coenzyme_A,met,808.119,878.3,2851,876.08,894.05
MLMET0089,filter,Acetyl_coenzyme_A,met,808.119,878.3,1116,876.12,894.09
MLMET0143,sample,Acetyl_coenzyme_A,met,808.119,878.3,690,874.4,892.38
MLMET0139,sample,Acetyl_coenzyme_A,met,808.119,878.3,689,874.35,892.32
MLMET0187,sample,Acetyl_coenzyme_A,met,808.119,878.3,1363,874.47,892.45
RCY308_control-r001,control,Acetyl_coenzyme_A,met,808.119,878.3,1916,874.41,892.39
MLMET0183,sample,Acetyl_coenzyme_A,met,808.119,878.3,2398,875.95,893.93
MLMET0184,sample,Acetyl_coenzyme_A,met,808.119,878.3,1594,875.75,893.72
MLMET0068,sample,Acetyl_coenzyme_A,met,808.119,878.3,2052,878.69,896.66
MLMET0136,sample,Acetyl_coenzyme_A,met,808.119,878.3,647,878.78,896.75
MLMET0069,sample,Acetyl_coenzyme_A,met,808.119,878.3,1974,877.51,895.49
Blank-r002,blank,Acetyl_coenzyme_A,met,808.119,878.3,470,877.34,895.31
all_ss-r001,stds,Acetyl_coenzyme_A,met,808.119,878.3,677,876.41,894.38
MLMET0180,sample,Acetyl_coenzyme_A,met,808.119,878.3,4397,876.33,894.3
MLMET0142,sample,Acetyl_coenzyme_A,met,808.119,878.3,535,876.71,894.68
MLMET0137,sample,Acetyl_coenzyme_A,met,808.119,878.3,1115,876.69,894.66
MLMET0163,sample,Acetyl_coenzyme_A,met,808.119,878.3,2491,877.8,895.77
MLMET0179,filter,Acetyl_coenzyme_A,met,808.119,878.3,833,877.89,895.86
MLMET0123,sample,Acetyl_coenzyme_A,met,808.119,878.3,1641,876.27,894.25
RCY308_control-r002,control,Acetyl_coenzyme_A,met,808.119,878.3,905,876.44,894.41
MLMET0164,sample,Acetyl_coenzyme_A,met,808.119,878.3,7154,878.07,896.04
MLMET0095,sample,Acetyl_coenzyme_A,met,808.119,878.3,32499,877.94,895.92
MLMET0140,sample,Acetyl_coenzyme_A,met,808.119,878.3,559,875.1,893.07
MLMET0121,sample,Acetyl_coenzyme_A,met,808.119,878.3,3246,875.07,893.04
MLMET0120,sample,Acetyl_coenzyme_A,met,808.119,878.3,1391,875.23,893.2
MLMET0168,sample,Acetyl_coenzyme_A,met,808.119,878.3,3287,875.26,893.23
MLMET0116,filter,Acetyl_coenzyme_A,met,808.119,878.3,1376,874.52,892.49
MLMET0071,sample,Acetyl_coenzyme_A,met,808.119,878.3,2074,874.25,892.22
MLMET0166,sample,Acetyl_coenzyme_A,met,808.119,878.3,916,876.74,894.71
MLMET0185,sample,Acetyl_coenzyme_A,met,808.119,878.3,925,877.02,895
MLMET0167,sample,Acetyl_coenzyme_A,met,808.119,878.3,1090,874.31,892.28
MLMET0072,sample,Acetyl_coenzyme_A,met,808.119,878.3,4117,874.57,892.54
MLMET0165,sample,Acetyl_coenzyme_A,met,808.119,878.3,1305,875.75,893.72
MLMET0097,sample,Acetyl_coenzyme_A,met,808.119,878.3,2273,876.05,894.03
MLMET0144,filter,Acetyl_coenzyme_A,ref,817.105,878.3,639,875.37,893.34
MLMET0090,filter,Acetyl_coenzyme_A,ref,817.105,878.3,1186,875.13,893.11
MLMET0181,sample,Acetyl_coenzyme_A,ref,817.105,878.3,481,876.82,894.79
MLMET0119,sample,Acetyl_coenzyme_A,ref,817.105,878.3,992,877.11,895.09
MLMET0123,sample,Acetyl_coenzyme_A,ref,817.105,878.3,640,874.78,892.75
all_ss-r001,stds,Acetyl_coenzyme_A,ref,817.105,878.3,637,874.91,892.89
MLMET0159,filter,Acetyl_coenzyme_A,ref,817.105,878.3,642,877.08,895.05
MLMET0122,sample,Acetyl_coenzyme_A,ref,817.105,878.3,1570,876.78,894.75
MLMET0162,sample,Acetyl_coenzyme_A,ref,817.105,878.3,427,874.12,892.1
MLMET0091,sample,Acetyl_coenzyme_A,ref,817.105,878.3,1035,873.69,891.66
MLMET0066,filter,Acetyl_coenzyme_A,ref,817.105,878.3,1985,875.78,893.76
Blank-r001,blank,Acetyl_coenzyme_A,ref,817.105,878.3,301,875.62,893.6
MLMET0118,sample,Acetyl_coenzyme_A,ref,817.105,878.3,1049,876.74,894.71
MLMET0074,sample,Acetyl_coenzyme_A,ref,817.105,878.3,1234,876.69,894.66
MLMET0092,sample,Acetyl_coenzyme_A,ref,817.105,878.3,1374,875.33,893.3
MLMET0068,sample,Acetyl_coenzyme_A,ref,817.105,878.3,1481,875.19,893.16
MLMET0137,sample,Acetyl_coenzyme_A,ref,817.105,878.3,559,872.69,890.66
MLMET0161,sample,Acetyl_coenzyme_A,ref,817.105,878.3,935,872.8,890.78
MLMET0121,sample,Acetyl_coenzyme_A,ref,817.105,878.3,810,875.57,893.54
MLMET0124,sample,Acetyl_coenzyme_A,ref,817.105,878.3,663,875.17,893.14
MLMET0182,sample,Acetyl_coenzyme_A,ref,817.105,878.3,330,876.92,894.89
MLMET0160,sample,Acetyl_coenzyme_A,ref,817.105,878.3,392,877.08,895.05
MLMET0136,sample,Acetyl_coenzyme_A,ref,817.105,878.3,508,877.28,895.25
MLMET0143,sample,Acetyl_coenzyme_A,ref,817.105,878.3,624,877.4,895.37
all_ss-r002,stds,Acetyl_coenzyme_A,ref,817.105,878.3,352,874.51,892.49
MLMET0096,sample,Acetyl_coenzyme_A,ref,817.105,878.3,1262,874.41,892.38
MLMET0073,sample,Acetyl_coenzyme_A,ref,817.105,878.3,1300,875.38,893.35
MLMET0135,filter,Acetyl_coenzyme_A,ref,817.105,878.3,452,875.57,893.54
MLMET0070,sample,Acetyl_coenzyme_A,ref,817.105,878.3,1424,875.86,893.84
MLMET0183,sample,Acetyl_coenzyme_A,ref,817.105,878.3,432,875.95,893.93
MLMET0163,sample,Acetyl_coenzyme_A,ref,817.105,878.3,415,878.3,896.27
MLMET0164,sample,Acetyl_coenzyme_A,ref,817.105,878.3,778,878.57,896.54
MLMET0093,sample,Acetyl_coenzyme_A,ref,817.105,878.3,1617,874.66,892.63
MLMET0184,sample,Acetyl_coenzyme_A,ref,817.105,878.3,568,874.75,892.72
MLMET0180,sample,Acetyl_coenzyme_A,ref,817.105,878.3,273,875.33,893.3
Blank-r002,blank,Acetyl_coenzyme_A,ref,817.105,878.3,469,875.34,893.31
MLMET0178,filter,Acetyl_coenzyme_A,ref,817.105,878.3,291,873.9,891.88
MLMET0168,sample,Acetyl_coenzyme_A,ref,817.105,878.3,497,873.76,891.73
MLMET0187,sample,Acetyl_coenzyme_A,ref,817.105,878.3,615,874.98,892.95
MLMET0094,sample,Acetyl_coenzyme_A,ref,817.105,878.3,774,875.02,892.99
MLMET0140,sample,Acetyl_coenzyme_A,ref,817.105,878.3,297,873.6,891.57
MLMET0138,sample,Acetyl_coenzyme_A,ref,817.105,878.3,559,873.6,891.57
MLMET0067,filter,Acetyl_coenzyme_A,ref,817.105,878.3,1457,875.02,892.99
MLMET0125,filter,Acetyl_coenzyme_A,ref,817.105,878.3,255,874.65,892.62
MLMET0089,filter,Acetyl_coenzyme_A,ref,817.105,878.3,918,877.12,895.09
MLMET0075,sample,Acetyl_coenzyme_A,ref,817.105,878.3,1076,876.74,894.71
MLMET0117,filter,Acetyl_coenzyme_A,ref,817.105,878.3,958,875.48,893.45
MLMET0179,filter,Acetyl_coenzyme_A,ref,817.105,878.3,405,875.4,893.37
MLMET0142,sample,Acetyl_coenzyme_A,ref,817.105,878.3,806,874.21,892.18
MLMET0071,sample,Acetyl_coenzyme_A,ref,817.105,878.3,1601,874.25,892.22
MLMET0165,sample,Acetyl_coenzyme_A,ref,817.105,878.3,727,876.24,894.22
MLMET0095,sample,Acetyl_coenzyme_A,ref,817.105,878.3,1579,876.45,894.42
MLMET0069,sample,Acetyl_coenzyme_A,ref,817.105,878.3,1361,877.51,895.49
MLMET0167,sample,Acetyl_coenzyme_A,ref,817.105,878.3,344,877.3,895.27
MLMET0120,sample,Acetyl_coenzyme_A,ref,817.105,878.3,959,875.23,893.2
MLMET0139,sample,Acetyl_coenzyme_A,ref,817.105,878.3,427,875.35,893.32
MLMET0186,sample,Acetyl_coenzyme_A,ref,817.105,878.3,397,874.23,892.2
MLMET0166,sample,Acetyl_coenzyme_A,ref,817.105,878.3,552,874.24,892.21
MLMET0141,sample,Acetyl_coenzyme_A,ref,817.105,878.3,785,874.42,892.39
RCY308_control-r001,control,Acetyl_coenzyme_A,ref,817.105,878.3,510,874.41,892.39
RCY308_control-r002,control,Acetyl_coenzyme_A,ref,817.105,878.3,539,876.93,894.91
MLMET0185,sample,Acetyl_coenzyme_A,ref,817.105,878.3,645,877.02,895
MLMET0098,sample,Acetyl_coenzyme_A,ref,817.105,878.3,1549,877.26,895.24
MLMET0116,filter,Acetyl_coenzyme_A,ref,817.105,878.3,844,877.52,895.49
MLMET0072,sample,Acetyl_coenzyme_A,ref,817.105,878.3,1305,875.07,893.04
MLMET0097,sample,Acetyl_coenzyme_A,ref,817.105,878.3,1336,875.06,893.03
MLMET0067,filter,Acetoacetyl_CoA,met,850.125,846,369,842.57,854.55
MLMET0138,sample,Acetoacetyl_CoA,met,850.125,846,520,842.65,854.63
MLMET0092,sample,Acetoacetyl_CoA,met,850.125,846,459,841.88,853.86
MLMET0097,sample,Acetoacetyl_CoA,met,850.125,846,1028,842.11,854.09
MLMET0182,sample,Acetoacetyl_CoA,met,850.125,846,505,843.97,855.95
MLMET0135,filter,Acetoacetyl_CoA,met,850.125,846,191,844.12,856.1
MLMET0068,sample,Acetoacetyl_CoA,met,850.125,846,621,843.24,855.22
MLMET0123,sample,Acetoacetyl_CoA,met,850.125,846,320,842.83,854.81
MLMET0167,sample,Acetoacetyl_CoA,met,850.125,846,306,843.35,855.34
MLMET0139,sample,Acetoacetyl_CoA,met,850.125,846,233,843.4,855.38
MLMET0119,sample,Acetoacetyl_CoA,met,850.125,846,268,843.66,855.65
MLMET0120,sample,Acetoacetyl_CoA,met,850.125,846,259,843.78,855.76
MLMET0183,sample,Acetoacetyl_CoA,met,850.125,846,271,844,855.98
MLMET0122,sample,Acetoacetyl_CoA,met,850.125,846,608,843.83,855.81
MLMET0117,filter,Acetoacetyl_CoA,met,850.125,846,663,844.03,856.01
MLMET0096,sample,Acetoacetyl_CoA,met,850.125,846,233,843.96,855.94
RCY308_control-r002,control,Acetoacetyl_CoA,met,850.125,846,232,846.48,858.46
MLMET0073,sample,Acetoacetyl_CoA,met,850.125,846,375,846.42,858.4
MLMET0095,sample,Acetoacetyl_CoA,met,850.125,846,532,842.5,854.48
MLMET0163,sample,Acetoacetyl_CoA,met,850.125,846,153,842.35,854.34
MLMET0165,sample,Acetoacetyl_CoA,met,850.125,846,119,843.29,855.28
MLMET0141,sample,Acetoacetyl_CoA,met,850.125,846,304,842.97,854.95
MLMET0136,sample,Acetoacetyl_CoA,met,850.125,846,313,842.34,854.32
MLMET0091,sample,Acetoacetyl_CoA,met,850.125,846,500,842.73,854.72
MLMET0181,sample,Acetoacetyl_CoA,met,850.125,846,199,843.87,855.85
MLMET0121,sample,Acetoacetyl_CoA,met,850.125,846,661,844.12,856.1
MLMET0143,sample,Acetoacetyl_CoA,met,850.125,846,155,843.45,855.43
MLMET0160,sample,Acetoacetyl_CoA,met,850.125,846,206,843.63,855.61
Blank-r002,blank,Acetoacetyl_CoA,met,850.125,846,189,842.89,854.87
MLMET0168,sample,Acetoacetyl_CoA,met,850.125,846,38,843.31,855.29
RCY308_control-r001,control,Acetoacetyl_CoA,met,850.125,846,171,844.46,856.44
MLMET0070,sample,Acetoacetyl_CoA,met,850.125,846,801,844.41,856.39
MLMET0137,sample,Acetoacetyl_CoA,met,850.125,846,96,843.74,855.72
MLMET0164,sample,Acetoacetyl_CoA,met,850.125,846,204,843.62,855.6
MLMET0069,sample,Acetoacetyl_CoA,met,850.125,846,522,843.57,855.55
MLMET0125,filter,Acetoacetyl_CoA,met,850.125,846,233,843.69,855.68
MLMET0184,sample,Acetoacetyl_CoA,met,850.125,846,145,844.8,856.78
MLMET0094,sample,Acetoacetyl_CoA,met,850.125,846,325,844.56,856.55
MLMET0066,filter,Acetoacetyl_CoA,met,850.125,846,477,843.33,855.32
MLMET0118,sample,Acetoacetyl_CoA,met,850.125,846,470,843.79,855.77
MLMET0159,filter,Acetoacetyl_CoA,met,850.125,846,89,848.62,860.6
Blank-r001,blank,Acetoacetyl_CoA,met,850.125,846,498,848.66,860.65
MLMET0187,sample,Acetoacetyl_CoA,met,850.125,846,235,845.02,857
MLMET0142,sample,Acetoacetyl_CoA,met,850.125,846,180,845.25,857.24
MLMET0071,sample,Acetoacetyl_CoA,met,850.125,846,934,843.79,855.78
MLMET0072,sample,Acetoacetyl_CoA,met,850.125,846,437,843.62,855.6
MLMET0186,sample,Acetoacetyl_CoA,met,850.125,846,377,844.27,856.25
MLMET0093,sample,Acetoacetyl_CoA,met,850.125,846,427,844.21,856.19
MLMET0161,sample,Acetoacetyl_CoA,met,850.125,846,220,842.85,854.83
MLMET0162,sample,Acetoacetyl_CoA,met,850.125,846,425,843.17,855.15
MLMET0144,filter,Acetoacetyl_CoA,met,850.125,846,-733,841.42,853.4
MLMET0178,filter,Acetoacetyl_CoA,met,850.125,846,194,841.46,853.44
MLMET0074,sample,Acetoacetyl_CoA,met,850.125,846,227,843.74,855.72
MLMET0180,sample,Acetoacetyl_CoA,met,850.125,846,363,843.38,855.36
MLMET0166,sample,Acetoacetyl_CoA,met,850.125,846,63,842.29,854.27
MLMET0140,sample,Acetoacetyl_CoA,met,850.125,846,195,842.15,854.13
MLMET0185,sample,Acetoacetyl_CoA,met,850.125,846,158,844.57,856.56
MLMET0179,filter,Acetoacetyl_CoA,met,850.125,846,202,844.44,856.42
MLMET0124,sample,Acetoacetyl_CoA,met,850.125,846,255,843.22,855.2
all_ss-r001,stds,Acetoacetyl_CoA,met,850.125,846,84,842.96,854.94
all_ss-r002,stds,Acetoacetyl_CoA,met,850.125,846,-756,843.06,855.04
MLMET0090,filter,Acetoacetyl_CoA,met,850.125,846,301,843.18,855.16
MLMET0075,sample,Acetoacetyl_CoA,met,850.125,846,422,842.79,854.77
MLMET0098,sample,Acetoacetyl_CoA,met,850.125,846,448,842.82,854.8
MLMET0116,filter,Acetoacetyl_CoA,met,850.125,846,833,845.07,857.05
MLMET0089,filter,Acetoacetyl_CoA,met,850.125,846,233,845.17,857.15
MLMET0092,sample,Acetoacetyl_CoA,ref,859.111,846,463,843.38,855.36
MLMET0119,sample,Acetoacetyl_CoA,ref,859.111,846,236,843.66,855.65
MLMET0068,sample,Acetoacetyl_CoA,ref,859.111,846,847,844.74,856.72
MLMET0071,sample,Acetoacetyl_CoA,ref,859.111,846,695,844.79,856.77
MLMET0161,sample,Acetoacetyl_CoA,ref,859.111,846,-853,842.85,854.83
MLMET0067,filter,Acetoacetyl_CoA,ref,859.111,846,355,843.07,855.05
MLMET0138,sample,Acetoacetyl_CoA,ref,859.111,846,248,844.15,856.13
MLMET0135,filter,Acetoacetyl_CoA,ref,859.111,846,227,844.12,856.1
MLMET0186,sample,Acetoacetyl_CoA,ref,859.111,846,33,844.77,856.75
MLMET0183,sample,Acetoacetyl_CoA,ref,859.111,846,186,844.5,856.48
MLMET0125,filter,Acetoacetyl_CoA,ref,859.111,846,172,842.2,854.18
MLMET0137,sample,Acetoacetyl_CoA,ref,859.111,846,211,842.24,854.22
MLMET0091,sample,Acetoacetyl_CoA,ref,859.111,846,437,842.24,854.22
MLMET0122,sample,Acetoacetyl_CoA,ref,859.111,846,357,841.83,853.81
MLMET0090,filter,Acetoacetyl_CoA,ref,859.111,846,538,843.18,855.16
MLMET0182,sample,Acetoacetyl_CoA,ref,859.111,846,445,842.97,854.95
Blank-r002,blank,Acetoacetyl_CoA,ref,859.111,846,273,843.39,855.37
MLMET0096,sample,Acetoacetyl_CoA,ref,859.111,846,507,843.46,855.44
RCY308_control-r001,control,Acetoacetyl_CoA,ref,859.111,846,311,844.96,856.94
MLMET0167,sample,Acetoacetyl_CoA,ref,859.111,846,137,844.85,856.83
MLMET0072,sample,Acetoacetyl_CoA,ref,859.111,846,712,843.62,855.6
MLMET0139,sample,Acetoacetyl_CoA,ref,859.111,846,181,843.4,855.38
MLMET0163,sample,Acetoacetyl_CoA,ref,859.111,846,-493,844.35,856.33
MLMET0069,sample,Acetoacetyl_CoA,ref,859.111,846,695,844.56,856.55
MLMET0123,sample,Acetoacetyl_CoA,ref,859.111,846,118,843.33,855.31
MLMET0136,sample,Acetoacetyl_CoA,ref,859.111,846,536,843.33,855.32
MLMET0066,filter,Acetoacetyl_CoA,ref,859.111,846,701,844.33,856.31
MLMET0120,sample,Acetoacetyl_CoA,ref,859.111,846,201,844.78,856.76
MLMET0143,sample,Acetoacetyl_CoA,ref,859.111,846,174,845.95,857.93
MLMET0144,filter,Acetoacetyl_CoA,ref,859.111,846,263,845.91,857.9
MLMET0073,sample,Acetoacetyl_CoA,ref,859.111,846,600,841.93,853.91
MLMET0142,sample,Acetoacetyl_CoA,ref,859.111,846,-843,842.26,854.24
RCY308_control-r002,control,Acetoacetyl_CoA,ref,859.111,846,-756,841.49,853.47
MLMET0166,sample,Acetoacetyl_CoA,ref,859.111,846,206,841.79,853.77
MLMET0095,sample,Acetoacetyl_CoA,ref,859.111,846,226,843,854.98
MLMET0165,sample,Acetoacetyl_CoA,ref,859.111,846,243,843.29,855.28
MLMET0181,sample,Acetoacetyl_CoA,ref,859.111,846,60,843.87,855.85
MLMET0162,sample,Acetoacetyl_CoA,ref,859.111,846,142,844.17,856.15
MLMET0185,sample,Acetoacetyl_CoA,ref,859.111,846,142,845.57,857.55
MLMET0093,sample,Acetoacetyl_CoA,ref,859.111,846,346,845.71,857.69
MLMET0117,filter,Acetoacetyl_CoA,ref,859.111,846,471,842.53,854.51
MLMET0159,filter,Acetoacetyl_CoA,ref,859.111,846,251,842.63,854.61
MLMET0160,sample,Acetoacetyl_CoA,ref,859.111,846,272,845.13,857.11
MLMET0118,sample,Acetoacetyl_CoA,ref,859.111,846,213,845.28,857.27
MLMET0098,sample,Acetoacetyl_CoA,ref,859.111,846,295,842.82,854.8
MLMET0168,sample,Acetoacetyl_CoA,ref,859.111,846,269,842.81,854.79
MLMET0097,sample,Acetoacetyl_CoA,ref,859.111,846,414,840.61,852.59
MLMET0141,sample,Acetoacetyl_CoA,ref,859.111,846,217,840.47,852.45
MLMET0140,sample,Acetoacetyl_CoA,ref,859.111,846,232,844.65,856.63
MLMET0184,sample,Acetoacetyl_CoA,ref,859.111,846,113,844.8,856.78
MLMET0094,sample,Acetoacetyl_CoA,ref,859.111,846,370,841.57,853.55
MLMET0070,sample,Acetoacetyl_CoA,ref,859.111,846,729,841.42,853.4
MLMET0089,filter,Acetoacetyl_CoA,ref,859.111,846,434,843.17,855.15
MLMET0187,sample,Acetoacetyl_CoA,ref,859.111,846,413,843.02,855
MLMET0121,sample,Acetoacetyl_CoA,ref,859.111,846,343,843.62,855.6
MLMET0124,sample,Acetoacetyl_CoA,ref,859.111,846,330,843.72,855.7
MLMET0178,filter,Acetoacetyl_CoA,ref,859.111,846,329,847.45,859.43
all_ss-r002,stds,Acetoacetyl_CoA,ref,859.111,846,161,847.56,859.54
MLMET0116,filter,Acetoacetyl_CoA,ref,859.111,846,302,843.07,855.05
MLMET0179,filter,Acetoacetyl_CoA,ref,859.111,846,182,842.94,854.93
MLMET0075,sample,Acetoacetyl_CoA,ref,859.111,846,483,842.29,854.27
Blank-r001,blank,Acetoacetyl_CoA,ref,859.111,846,357,842.17,854.16
MLMET0164,sample,Acetoacetyl_CoA,ref,859.111,846,90,841.13,853.11
all_ss-r001,stds,Acetoacetyl_CoA,ref,859.111,846,103,840.96,852.95
MLMET0074,sample,Acetoacetyl_CoA,ref,859.111,846,393,844.24,856.22
MLMET0180,sample,Acetoacetyl_CoA,ref,859.111,846,133,843.88,855.86
MLMET0071,sample,beta_hydroxybutyryl_CoA,met,852.14,873,664,861.77,870.25
MLMET0097,sample,beta_hydroxybutyryl_CoA,met,852.14,873,527,861.58,870.06
MLMET0125,filter,beta_hydroxybutyryl_CoA,met,852.14,873,360,863.66,872.15
MLMET0141,sample,beta_hydroxybutyryl_CoA,met,852.14,873,62,863.44,871.92
MLMET0092,sample,beta_hydroxybutyryl_CoA,met,852.14,873,686,867.34,875.83
MLMET0073,sample,beta_hydroxybutyryl_CoA,met,852.14,873,584,867.39,875.88
MLMET0072,sample,beta_hydroxybutyryl_CoA,met,852.14,873,442,861.59,870.07
MLMET0168,sample,beta_hydroxybutyryl_CoA,met,852.14,873,194,861.78,870.27
MLMET0186,sample,beta_hydroxybutyryl_CoA,met,852.14,873,420,866.74,875.22
